year,month,bx_gsm,by_gsm,bz_gsm,bt,intensity,declination,inclination,north,east,vertical,horizontal
2019,1,4.57,1.79,0.32,0.54,57331,80.083,89.949,9,50,57331,51
2019,1,4.83,2.32,0.26,0.98,57331,80.083,89.949,9,50,57331,51
2019,1,5.53,2.91,0.13,0.31,57331,80.083,89.949,9,50,57331,51
2019,1,5.97,-0.01,0.28,1.96,57331,80.083,89.949,9,50,57331,51
2019,1,5.73,-1.49,0.22,0.80,57331,80.083,89.949,9,50,57331,51
2019,1,5.12,-0.04,0.10,1.45,57331,80.083,89.949,9,50,57331,51
2019,1,4.73,0.12,0.28,0.60,57331,80.083,89.949,9,50,57331,51
2019,1,4.56,1.57,0.53,0.71,57331,80.083,89.949,9,50,57331,51
2019,1,4.84,2.73,0.15,0.64,57331,80.083,89.949,9,50,57331,51
2019,1,4.34,1.46,0.51,1.37,57331,80.083,89.949,9,50,57331,51
2019,1,3.98,-0.42,0.17,1.00,57331,80.083,89.949,9,50,57331,51
2019,1,3.72,-3.13,0.15,0.26,57331,80.083,89.949,9,50,57331,51
2019,1,3.49,-2.48,0.16,0.38,57331,80.083,89.949,9,50,57331,51
2019,1,3.63,-2.85,0.34,0.62,57331,80.083,89.949,9,50,57331,51
2019,1,4.44,-4.13,0.09,0.14,57331,80.083,89.949,9,50,57331,51
2019,1,4.15,-3.64,0.18,0.49,57331,80.083,89.949,9,50,57331,51
2019,1,4.32,-4.05,0.07,0.12,57331,80.083,89.949,9,50,57331,51
2019,1,4.11,-3.94,0.09,0.09,57331,80.083,89.949,9,50,57331,51
2019,1,3.75,-3.57,0.12,0.16,57331,80.083,89.949,9,50,57331,51
2019,1,3.68,-3.56,0.09,0.17,57331,80.083,89.949,9,50,57331,51
2019,1,3.51,-3.28,0.06,0.14,57331,80.083,89.949,9,50,57331,51
2019,1,3.72,-3.52,0.09,0.14,57331,80.083,89.949,9,50,57331,51
2019,1,3.85,-3.61,0.28,0.24,57331,80.083,89.949,9,50,57331,51
2019,1,4.29,-4.22,0.07,0.07,57331,80.083,89.949,9,50,57331,51
2019,1,4.02,-3.99,0.15,0.14,57331,80.083,89.949,9,50,57331,51
2019,1,3.92,-3.30,0.07,0.62,57331,80.083,89.949,9,50,57331,51
2019,1,4.03,-3.30,0.10,0.32,57331,80.083,89.949,9,50,57331,51
2019,1,4.08,-3.63,0.05,0.08,57331,80.083,89.949,9,50,57331,51
2019,1,3.96,-3.60,0.12,0.27,57331,80.083,89.949,9,50,57331,51
2019,1,3.73,-3.68,0.13,0.10,57331,80.083,89.949,9,50,57331,51
2019,1,3.66,-3.47,0.09,0.12,57331,80.083,89.949,9,50,57331,51
2019,1,3.55,-3.34,0.07,0.12,57331,80.083,89.949,9,50,57331,51
